# Created by Graham Nelson-Zutter. ©2026 Aestra Inc. except when external source noted. CC BY-NC-ND 4.0
"start","end","text"
"114460","114960"," reason"
"114960","115560"," it"
"115560","115820"," doesn't"
"115820","116060"," feel"
"116060","116400"," safe"
"116400","116560"," to"
"116560","116760"," keep"
"116760","116920"," your"
"116920","117120"," eyes"
"117120","117720"," closed,"
"118660","119280"," go"
"119280","119520"," ahead"
"119520","119680"," and"
"119680","119960"," open"
"119960","120360"," them"
"120360","121880"," and"
"121880","122120"," find"
"122120","122280"," a"
"122280","122560"," place"
"122560","122740"," where"
"122740","122880"," you"
"122880","123060"," can"
"123060","123380"," rest"
"123380","123600"," your"
"123600","124160"," gaze,"
"125080","125700"," somewhere"
"125700","126160"," where"
"126160","126540"," there"
"126540","126760"," isn't"
"126760","127020"," any"
"127020","127539"," activity"
"127539","128160"," or"
"128160","128639"," distraction. "
"135920","136260"," Let's"
"136260","136600"," start"
"136600","136960"," by"
"136960","137380"," connecting"
"137380","137740"," with"
"137740","137900"," the"
"137900","138680"," experience"
"140190","141310"," of"
"141310","141490"," our"
"141490","141690"," feet"
"141690","141830"," on"
"141830","141950"," the"
"141950","142370"," ground,"
"145950","146750"," noticing"
"146750","147530"," how"
"147530","147910"," it"
"147910","148310"," is"
"148310","148470"," for"
"148470","148630"," the"
"148630","148850"," bottoms"
"148850","149070"," of"
"149070","149250"," our"
"149250","149450"," feet"
"149450","149610"," to"
"149610","149770"," be"
"149770","149970"," in"
"149970","150290"," contact"
"150290","150590"," with"
"150590","150750"," the"
"150750","151090"," floor."
"155180","155860"," Perhaps"
"155860","156080"," we're"
"156080","156380"," wearing"
"156380","157040"," socks"
"157040","157780"," or"
"157780","158160"," shoes"
"158160","158560"," or"
"158560","158900"," slippers."
"162160","162580"," Maybe"
"162580","163020"," there's"
"163020","163180"," a"
"163180","163500"," carpet"
"163500","164900"," between"
"164900","165180"," our"
"165180","165420"," feet"
"165420","165580"," and"
"165580","165740"," the"
"165740","166100"," floor. "
"168300","168980"," Just"
"168980","169320"," taking"
"169320","169540"," a"
"169540","169780"," moment"
"169780","170100"," to"
"170100","170620"," notice"
"170620","170920"," these"
"170920","171400"," layers"
"171400","171840"," and"
"171840","172220"," textures"
"172220","172640"," and"
"172640","173220"," materials"
"173220","173900"," between"
"173900","174200"," our"
"174200","174460"," feet"
"174460","174620"," to"
"174620","174780"," the"
"174780","175100"," floor."
"179970","180630"," Perhaps"
"180630","181490"," there's"
"181490","181970"," a"
"181970","182290"," feeling"
"182290","182530"," of"
"182530","183150"," softness"
"183150","183490"," and"
"183490","184110"," firmness"
"187470","188490"," and"
"188490","188770"," also"
"188770","189310"," noticing"
"189310","189870"," the"
"189870","190390"," flatness"
"190390","190610"," and"
"190610","191030"," stability"
"191030","191350"," of"
"191350","191530"," the"
"191530","191830"," floor."
"193130","193810"," The"
"193810","194310"," stillness"
"194310","194510"," of"
"194510","194650"," the"
"194650","194950"," floor. "
"200020","200380"," See"
"200380","200580"," if"
"200580","200800"," it's"
"200800","201300"," possible"
"201300","202400"," to"
"204030","204290"," place"
"204290","204450"," your"
"204450","205070"," attention"
"205070","206890"," under"
"206890","207150"," your"
"207150","207750"," toes,"
"208150","208690"," noticing"
"208690","210030"," what"
"210030","210130"," is"
"210130","210270"," it"
"210270","210450"," like"
"210450","210630"," for"
"210630","210870"," my"
"210870","211370"," toes"
"211370","211590"," to"
"211590","211930"," be"
"211930","212410"," connected"
"212410","212650"," with"
"212650","212810"," the"
"212810","213150"," floor?"
"216510","217190"," Shifting"
"217190","217610"," to"
"217610","217770"," the"
"217770","218070"," pads"
"218070","218230"," of"
"218230","218390"," your"
"218390","218850"," feet,"
"219990","220390"," noticing"
"220390","220630"," the"
"220630","220990"," contact"
"220990","221430"," there"
"221430","222570"," and"
"224590","224770"," the"
"224770","225090"," arches"
"225090","225330"," of"
"225330","225470"," your"
"225470","225810"," feet"
"227700","228440"," and"
"228440","228660"," also"
"228660","228900"," your"
"228900","229480"," heels."
"232420","232600"," Be"
"232600","232980"," noticing"
"232980","233200"," the"
"233200","233640"," difference"
"233640","233880"," in"
"233880","234200"," pressure"
"234200","234640"," between"
"234640","234940"," your"
"234940","235520"," toes"
"235520","235740"," and"
"235740","235860"," the"
"235860","236160"," floor"
"236160","237860"," and"
"237860","238040"," your"
"238040","238440"," heels"
"238440","238720"," on"
"238720","238860"," the"
"238860","239140"," floor,"
"244210","245150"," seeing"
"245150","245370"," if"
"245370","245510"," you"
"245510","245670"," can"
"245670","245910"," draw"
"245910","246110"," your"
"246110","246570"," attention"
"246570","247770"," to"
"247770","247970"," your"
"247970","248610"," ankles,"
"251190","251630"," up"
"251630","252010"," to"
"252010","252450"," your"
"252450","252730"," calf"
"252730","253250"," muscles."
"256430","256930"," Perhaps"
"256930","257230"," this"
"257230","257410"," is"
"257410","257570"," a"
"257570","257890"," point"
"257890","258170"," where"
"258170","258430"," there's"
"258430","258850"," contact"
"258850","259470"," with"
"259470","259649"," your"
"259649","260029"," chair"
"260029","260370"," or"
"260370","260810"," couch. "
"263680","264100"," If"
"264100","264380"," that's"
"264380","264720"," present,"
"264820","265040"," just"
"265040","265520"," noticing"
"265520","265760"," that"
"265760","266160"," contact"
"266160","266680"," beginning"
"269970","270990"," and"
"270990","271190"," then"
"271190","271610"," shifting"
"271610","272570"," towards"
"272570","273010"," the"
"273010","273290"," back"
"273290","273470"," of"
"273470","273610"," your"
"273610","274130"," knees,"
"276290","276710"," around"
"276710","276990"," the"
"276990","277230"," hinge"
"277230","277390"," of"
"277390","277530"," your"
"277530","278110"," knees,"
"278370","279070"," starting"
"279070","279490"," with"
"279490","279690"," your"
"279690","280210"," hamstrings."
"282710","283250"," As"
"283250","283430"," you"
"283430","283970"," travel"
"283970","284870"," down"
"284870","285130"," your"
"285130","285750"," hamstrings,"
"288570","289410"," noticing"
"289410","290250"," the"
"290250","290670"," contact"
"290670","291190"," with"
"291190","291390"," your"
"291390","291810"," chair"
"291810","292170"," or"
"292170","292610"," couch."
"296750","297590"," Perhaps"
"297590","298750"," there's"
"298750","298950"," a"
"298950","299270"," shift"
"299270","299810"," or"
"299810","300330"," a"
"300330","300690"," change"
"300690","300870"," in"
"300870","301210"," pressure"
"303540","303960"," as"
"303960","304120"," you"
"304120","304520"," move"
"304520","304760"," your"
"304760","305180"," focus"
"305180","305480"," from"
"305480","305640"," the"
"305640","305840"," back"
"305840","306020"," of"
"306020","306140"," your"
"306140","306720"," knees"
"308220","309400"," down"
"309400","309720"," your"
"309720","310200"," hamstrings"
"310200","310920"," towards"
"310920","311460"," your"
"311460","311840"," glutes,"
"315730","316170"," noticing"
"316170","316490"," the"
"316490","316830"," difference"
"316830","317030"," in"
"317030","317470"," pressure"
"317470","317990"," below"
"317990","318250"," your"
"318250","318590"," torso"
"318590","320030"," versus"
"321530","322830"," your"
"322830","323290"," thighs. "
"328070","328550"," Perhaps"
"328550","328930"," here"
"328930","329170"," you"
"329170","329370"," can"
"329370","329830"," perceive"
"329830","330390"," that"
"330390","330570"," the"
"330570","330910"," couch"
"330910","331130"," or"
"331130","331370"," chair"
"331370","331590"," that"
"331590","331810"," you're"
"331810","332090"," on"
"334940","336020"," also"
"336020","336400"," has"
"336400","336740"," this"
"336740","337280"," mix"
"337280","337780"," of"
"337780","338480"," soft"
"338480","338800"," and"
"338800","339380"," firmness."
"346210","346610"," Next,"
"346650","346910"," see"
"346910","347070"," if"
"347070","347250"," it's"
"347250","347770"," possible"
"347770","349750"," to"
"349750","349970"," shift"
"349970","350190"," your"
"350190","350570"," awareness"
"350570","350910"," to"
"350910","351070"," your"
"351070","351290"," lower"
"351290","351810"," back,"
"354270","355110"," noticing"
"355110","355590"," where"
"355590","355830"," your"
"355830","356130"," hips"
"356130","356350"," and"
"356350","356570"," back"
"356570","357110"," connect"
"357110","358170"," and"
"359930","360370"," where"
"360370","361010"," the"
"361010","361350"," support"
"361350","361570"," from"
"361570","361770"," your"
"361770","362190"," chair"
"362190","362750"," starts"
"362750","363230"," to"
"363230","363930"," come"
"363930","364330"," from"
"364330","365030"," behind."
"366850","367690"," Becoming"
"367690","368210"," aware"
"368210","368890"," of"
"368890","369010"," the"
"369010","369310"," shift"
"369310","369510"," of"
"369510","369930"," support"
"369930","370290"," from"
"370290","370690"," below"
"370690","370910"," and"
"370910","371270"," under"
"371270","372930"," to"
"372930","373190"," this"
"373190","373470"," new"
"373470","373750"," form"
"373750","373950"," of"
"373950","374310"," support"
"374310","374590"," from"
"374590","375110"," behind. "
"380940","381480"," Gently"
"381480","382220"," traveling"
"382560","382980"," up"
"382980","383140"," to"
"383140","383300"," your"
"383300","383540"," mid "
"383540","384000","-back,"
"386380","386840"," following"
"386840","387260"," your"
"387260","387580"," spinal"
"387580","388080"," column,"
"391110","391830"," moving"
"391830","392110"," up"
"392110","392890"," towards"
"392890","393110"," your"
"393110","393870"," shoulders,"
"394590","394990"," your"
"394990","395270"," shoulder"
"395270","395910"," blades,"
"397550","398610"," noticing"
"398610","398870"," the"
"398870","399390"," sensations"
"399390","400310"," of"
"400310","400930"," support"
"400930","402290"," for"
"402290","402430"," your"
"402430","402830"," back"
"402830","403070"," from"
"403070","403690"," behind,"
"410240","410680"," and"
"410680","410960"," seeing"
"410960","411180"," if"
"411180","411380"," it's"
"411380","411860"," possible"
"411860","412700"," to"
"412700","412960"," shift"
"412960","413180"," your"
"413180","413580"," awareness"
"413580","414160"," to"
"414160","414660"," your"
"414660","414940"," neck."
"418620","419320"," Perhaps"
"419320","419880"," there's"
"419880","420240"," support"
"420240","420720"," here,"
"421260","421820"," contact"
"421820","422120"," or"
"422120","422400"," not."
"428720","429000"," If"
"429000","429400"," your"
"429400","429940"," head"
"429940","430320"," is"
"430320","430660"," vertically"
"430660","431040"," above"
"431040","431300"," your"
"431300","431760"," spine,"
"432340","432580"," just"
"432580","433000"," noticing"
"433000","433300"," how"
"433300","433480"," your"
"433480","433820"," head"
"433820","434060"," is"
"434060","434540"," resting"
"434540","436580"," on"
"436580","436680"," your"
"436680","436880"," neck"
"436880","437100"," and"
"437100","437520"," shoulders. "
"440980","441220"," And"
"441220","441360"," if"
"441360","441520"," you"
"441520","441760"," have"
"441760","442220"," pillows"
"442220","442760"," supporting"
"442760","443260"," your"
"443260","443600"," neck"
"443600","443780"," and"
"443780","444080"," head,"
"444180","444380"," just"
"444380","444980"," noticing"
"444980","445600"," that"
"445600","445900"," form"
"445900","446040"," of"
"446040","446500"," support"
"446500","446880"," as"
"446880","447300"," well."
"451860","452100"," And"
"452100","452240"," be"
"452240","452620"," asking"
"452620","453500"," yourself"
"453500","453740"," the"
"453740","454100"," question,"
"454260","454420"," is"
"454420","454580"," it"
"454580","455040"," possible"
"456300","457060"," to"
"457060","457820"," receive"
"457820","460040"," even"
"460040","460480"," more"
"460480","460720"," of"
"460720","460940"," this"
"460940","461560"," support"
"461560","462300"," at"
"462300","462480"," this"
"462480","462860"," time?"
"473900","474380"," Next,"
"475200","476520"," see"
"476520","476980"," if"
"476980","477220"," it's"
"477220","477640"," possible"
"477640","478120"," to"
"478120","478340"," shift"
"478340","478560"," your"
"478560","479240"," awareness"
"480200","480880"," towards"
"480880","481200"," your"
"481200","481620"," breathing"
"481620","483860"," without"
"483860","484420"," the"
"484420","484700"," need"
"484700","484920"," to"
"484920","485540"," change"
"485540","486780"," how"
"486780","487200"," you're"
"487200","487480"," breathing."
"488400","489480"," When"
"492640","492820"," you"
"492820","493440"," inhale,"
"494720","495520"," perhaps"
"495520","495760"," you"
"495760","496680"," experience"
"496680","497240"," some"
"497240","497800"," coolness"
"497800","498120"," around"
"498120","498320"," your"
"498320","498840"," nostrils"
"498840","499160"," or"
"499160","499500"," lips. "
"507310","507510"," And"
"507510","507650"," when"
"507650","507830"," you"
"507830","508370"," exhale,"
"508950","509490"," perhaps"
"509490","509830"," there's"
"509830","510090"," some"
"510090","510690"," warmth"
"510690","511350"," around"
"511350","511630"," your"
"511630","512230"," nostrils"
"512230","513090"," and"
"513090","513429"," lips."
"522440","523240"," When"
"523240","523440"," you"
"523440","524040"," inhale,"
"526710","527190"," maybe"
"527190","527490"," you"
"527490","527690"," can"
"527690","528270"," feel"
"528270","529490"," the"
"529490","530050"," sensation"
"530050","530530"," in"
"530530","530850"," your"
"530850","531290"," chest,"
"532350","533450"," the"
"533450","533890"," sensation"
"533890","534190"," of"
"534190","534790"," expansion"
"536710","537190"," and"
"537190","537670"," opening."
"545820","546240"," And"
"546240","546380"," when"
"546380","546560"," you"
"546560","547020"," exhale,"
"547640","549340"," perhaps"
"549340","549720"," you"
"549720","549900"," can"
"549900","550400"," feel"
"550400","550800"," the"
"550800","551280"," sensation"
"551280","551640"," of"
"551640","552080"," rest"
"553220","553700"," and"
"553700","554220"," release. "
"570000","570740"," Noticing"
"570740","571260"," that"
"571260","571480"," with"
"571480","571740"," every"
"571740","572260"," breath,"
"574910","575190"," the"
"575190","575610"," space"
"575610","576010"," within"
"576010","576370"," you"
"576370","576890"," becomes"
"576890","577330"," present."
"588300","588760"," Next,"
"589240","589780"," I"
"589780","590160"," invite"
"590160","590700"," you"
"590700","592860"," to"
"592860","593340"," notice"
"593340","593600"," your"
"593600","593960"," skin."
"596960","597420"," Taking"
"597420","597680"," a"
"597680","598060"," moment"
"598060","599060"," to"
"600820","601140"," become"
"601140","601560"," aware"
"601560","601780"," of"
"601780","601900"," the"
"601900","602260"," places"
"602260","602580"," where"
"602580","602840"," your"
"602840","603300"," skin"
"603300","603840"," is"
"603840","604200"," exposed"
"604200","604660"," to"
"604660","604840"," the"
"604840","605120"," air. "
"607970","608550"," Perhaps"
"608550","608870"," this"
"608870","609490"," is"
"609490","611270"," your"
"611270","611890"," hands"
"611890","613150"," or"
"613150","613530"," wrists"
"613530","613770"," or"
"613770","614390"," arms"
"614390","615430"," or"
"616740","617300"," neck"
"620080","620740"," and"
"620740","620880"," your"
"620880","621400"," face."
"625550","625950"," Just"
"625950","626530"," noticing"
"626530","627050"," these"
"627050","627390"," areas"
"627390","627610"," of"
"627610","627750"," the"
"627750","628170"," body"
"628170","628530"," that"
"628530","628650"," are"
"628650","628810"," in"
"628810","629110"," direct"
"629110","629810"," contact"
"630530","630930"," with"
"630930","631090"," the"
"631090","631350"," air."
"635980","636640"," Taking"
"636640","636880"," a"
"636880","637180"," moment"
"637180","638420"," to"
"638420","639380"," experience"
"639380","640960"," what"
"640960","641200"," it's"
"641200","641500"," like"
"641500","641740"," to"
"641740","642060"," touch"
"642060","642360"," the"
"642360","642760"," air"
"642760","643700"," to"
"643700","643900"," your"
"643900","644160"," skin. "
"647650","648090"," Maybe"
"648090","648990"," you"
"648990","649390"," feel"
"649390","650330"," coolness"
"650330","651190"," or"
"651190","651710"," warmth"
"651710","652790"," from"
"654480","654680"," the"
"654680","654940"," air"
"654940","655340"," around"
"655340","655700"," you."
"658980","659620"," Perhaps"
"659620","659880"," you"
"659880","660360"," notice"
"660360","661180"," stillness"
"662240","662880"," or"
"662880","663380"," movement"
"663380","663620"," of"
"663620","663920"," air."
"672120","672760"," Taking"
"672760","672980"," a"
"672980","673240"," moment"
"673240","673620"," also"
"673620","673900"," to"
"673900","674440"," notice"
"674440","675300"," your"
"675300","675620"," skin. "
"678750","679150"," That"
"679150","679330"," your"
"679330","679830"," skin"
"679830","681210"," seems"
"681210","681390"," to"
"681390","681630"," have"
"681630","681950"," two"
"681950","682390"," sides"
"682390","682570"," of"
"682570","682690"," it"
"682690","682930"," on"
"682930","683230"," one"
"683230","683750"," side"
"683750","685790"," is"
"685790","685950"," the"
"685950","686390"," part"
"687830","688790"," that"
"688790","689110"," connects"
"689110","689290"," with"
"689290","689430"," the"
"689430","689790"," outside"
"689790","690290"," world."
"693770","693950"," And"
"693950","694070"," the"
"694070","694290"," other"
"694290","694770"," part"
"696470","697110"," holding"
"697110","697750"," you"
"697750","698070"," and"
"698070","698210"," your"
"698210","698670"," body."
"702550","702650"," Maybe"
"702650","703130"," noticing"
"703130","703390"," the"
"703390","703830"," flexibility"
"703830","704390"," of"
"704390","704550"," the"
"704550","704990"," skin. "
"711040","711200"," And"
"711200","711500"," see"
"711500","711800"," now"
"711800","712060"," if"
"712060","712200"," you"
"712200","712380"," can"
"712380","712800"," expand"
"712800","713080"," your"
"713080","713540"," awareness"
"713540","715900"," to"
"715900","716100"," your"
"716100","716520"," clothing."
"719640","720540"," Noticing"
"720540","720760"," the"
"720760","721020"," parts"
"721020","721180"," of"
"721180","721320"," the"
"721320","721760"," body"
"721760","723860"," that"
"723860","724180"," have"
"724180","724660"," clothing."
"730510","731410"," Perhaps"
"731800","732250"," you"
"732250","732670"," have"
"732670","732970"," the"
"732970","733430"," sensation"
"733430","734230"," of"
"734230","734950"," different"
"734950","735430"," fabrics"
"735430","735910"," and"
"735910","736350"," textures. "
"738970","739510"," Maybe"
"739510","739870"," even"
"739870","740150"," light"
"740150","740650"," pressure."
"746210","746590"," Perhaps"
"746590","746870"," there's"
"746870","746990"," a"
"746990","747370"," difference"
"747370","747870"," in"
"747870","748330"," temperature."
"754800","755280"," Noticing"
"755280","755920"," as"
"755920","756300"," well"
"756300","756560"," that"
"756560","756780"," your"
"756780","757240"," clothing"
"757240","758140"," is"
"758140","759340"," like"
"759340","759500"," a"
"759500","759760"," second"
"759760","760180"," skin. "
"763910","764170"," It"
"764170","764690"," too"
"764690","766030"," has"
"766030","766410"," this"
"766410","767050"," inside"
"767050","767390"," and"
"767390","767830"," outside"
"767830","768510"," quality."
"771050","771310"," On"
"771310","771450"," the"
"771450","771810"," outside"
"771810","772230"," is"
"772230","772410"," the"
"772410","772630"," world"
"772630","773030"," around"
"773030","773390"," you."
"776260","776440"," And"
"776440","776580"," on"
"776580","776740"," the"
"776740","777080"," inside"
"777080","777260"," of"
"777260","777400"," your"
"777400","777860"," clothes"
"777860","778100"," is"
"778100","778340"," you. "
"783030","783450"," Wherever"
"783450","783950"," you"
"783950","784310"," go"
"784310","784910"," today"
"784910","785530"," your"
"785530","785890"," clothing"
"785890","786170"," is"
"786170","786370"," there"
"786370","786630"," with"
"786630","786890"," you."
"789300","789460"," And"
"789460","789640"," so"
"789640","789820"," is"
"789820","789980"," your"
"789980","790300"," skin."
"793250","793970"," Both"
"793970","794430"," working"
"794430","794950"," together"
"794950","795410"," to"
"795410","795890"," provide"
"795890","796430"," this"
"796430","797130"," flexible"
"797130","797790"," boundary"
"798730","799110"," of"
"799110","799630"," protection"
"801450","802670"," wherever"
"802670","802910"," you"
"802910","803250"," go. "
"809570","810330"," Perhaps"
"810330","810890"," noticing"
"810890","812330"," that"
"812330","812530"," your"
"812530","812930"," skin"
"812930","813150"," and"
"813150","813330"," your"
"813330","813770"," clothing"
"816270","816710"," don't"
"816710","817050"," really"
"817050","817710"," require"
"817710","818050"," your"
"818050","818410"," active"
"818410","818970"," involvement."
"819990","820550"," They're"
"820550","820730"," just"
"820730","821130"," there."
"821290","821530"," They're"
"821530","821790"," all"
"821790","822770"," connected"
"822770","823190"," to"
"823190","823430"," part"
"823430","823590"," of"
"823590","823830"," you. "
"826180","826420"," There's"
"826420","826880"," nothing"
"826880","827760"," here"
"827760","828020"," for"
"828020","828240"," you"
"828240","828480"," to"
"828480","828760"," do."
"831750","832110"," This"
"832110","832930"," natural"
"832930","833470"," and"
"833470","833830"," flexible"
"833830","834450"," boundary"
"834450","834790"," is"
"834790","835250"," here"
"837880","838220"," and"
"838220","838460"," does"
"838460","838700"," not"
"838700","839380"," require"
"839380","841480"," your"
"841480","842040"," intervention."
"844470","844650"," It"
"844650","844870"," just"
"844870","845330"," is. "
"845630","846170"," It"
"846170","846350"," will"
"846350","846690"," follow"
"846690","847190"," you"
"847190","847530"," where"
"847530","847670"," you"
"847670","847950"," go."
"851310","851630"," You"
"851630","851790"," can"
"851790","852030"," just"
"852030","852550"," be"
"852550","853070"," with"
"853070","853310"," it."
"858310","858410"," And"
"858410","858550"," the"
"858550","858850"," same"
"858850","859070"," is"
"859070","859510"," true"
"859510","860370"," of"
"860370","860510"," your"
"860510","860870"," breathing"
"860870","861150"," and"
"861150","861550"," breath. "
"864110","864670"," Whether"
"864670","864890"," you"
"864890","865270"," focus"
"865270","865550"," on"
"865550","865710"," your"
"865710","866050"," breath"
"866050","866230"," or"
"866230","866750"," not,"
"867390","868310"," your"
"868310","868630"," body"
"868630","868890"," will"
"868890","869390"," continue"
"869390","869770"," to"
"869770","870090"," breathe"
"870090","870610"," for"
"870610","870850"," you."
"875910","876250"," You've"
"876250","876390"," been"
"876390","876690"," breathing"
"876690","876970"," this"
"876970","877530"," time"
"877530","878670"," and"
"881260","881420"," you"
"881420","881680"," will"
"881680","882180"," continue"
"882180","882560"," to"
"882560","882960"," breathe."
"887640","888180"," The"
"888180","888440"," same"
"888440","888640"," is"
"888640","889060"," true"
"889060","889540"," of"
"889540","889720"," the"
"889720","890340"," support"
"890340","891100"," that"
"891100","891280"," is"
"891280","891520"," here"
"891520","891740"," for"
"891740","892080"," you. "
"893970","894610"," This"
"894610","894990"," couch,"
"895170","895270"," this"
"895270","895870"," chair,"
"896950","897370"," this"
"897370","897950"," floor."
"899470","900310"," They're"
"900310","900790"," here."
"903820","904040"," They"
"904040","904300"," don't"
"904300","904840"," require"
"904840","905360"," you"
"905360","905780"," to"
"905780","906040"," do"
"906040","906560"," anything"
"907660","908080"," to"
"908080","908580"," receive"
"908580","909020"," their"
"909020","909460"," support. "
"914120","914700"," You're"
"914700","915120"," invited"
"915120","917320"," to"
"917320","917720"," shift"
"917720","917960"," your"
"917960","918340"," awareness"
"918340","918700"," from"
"918700","919040"," having"
"919040","919340"," to"
"919340","919760"," do"
"919760","920460"," something"
"920460","921500"," to"
"924280","924900"," instead"
"924900","925920"," be"
"931840","932880"," at"
"932880","933100"," this"
"933100","933480"," moment"
"933480","933720"," and"
"933720","933920"," this"
"933920","934360"," time."
"937320","937720"," The"
"937720","938080"," support"
"938080","938300"," is"
"938300","938680"," here"
"938680","939540"," at"
"942520","942780"," this"
"942780","943200"," moment"
"943200","943660"," and"
"943660","943880"," this"
"943880","944320"," time."
"945780","946720"," There's"
"946720","947300"," space"
"947300","948080"," in"
"948080","948260"," your"
"948260","948760"," chest"
"948760","949500"," to"
"949500","950100"," breathe. "
"953580","953880"," And"
"953880","954040"," at"
"954040","954300"," this"
"954300","954700"," moment"
"954700","955020"," and"
"955020","955240"," this"
"955240","955760"," time"
"957800","958270"," your"
"958270","958750"," skin"
"958750","959090"," and"
"959090","959270"," your"
"959270","959790"," clothing"
"959790","960830"," provide"
"960830","961190"," this"
"961190","961830"," natural"
"961830","962790"," flexible"
"962790","963610"," boundary"
"963610","965510"," to"
"965510","965950"," protect"
"965950","966470"," you"
"967230","967670"," and"
"967670","967810"," your"
"967810","968190"," body."
"979040","979280"," When"
"979280","979480"," it"
"979480","980100"," feels"
"980100","980720"," appropriate,"
"981700","982060"," taking"
"982060","982300"," your"
"982300","982900"," time,"
"986020","986280"," I"
"986280","986640"," invite"
"986640","987140"," you"
"987140","987580"," to"
"987580","988020"," gently"
"988020","988380"," open"
"988380","988600"," your"
"988600","989100"," eyes"
"989100","990100"," and"
"991410","991870"," return"
"991870","992270"," to"
"992270","992650"," this"
"992650","993230"," shared"
"993230","993790"," space. "
