# Created by Graham Nelson-Zutter. ©2026 Aestra Inc. except when external source noted. CC BY-NC-ND 4.0
"start","end","text"
"447210","447610"," carbon"
"447610","448070"," dioxide"
"448070","448570"," you"
"448570","449170"," exhale,"
"452770","453270"," the"
"453270","453510"," light"
"453510","454110"," splits"
"454110","455250"," the"
"455250","455890"," CO2"
"455890","456610"," into"
"456610","457870"," carbon"
"457870","458470"," and"
"458470","458990"," oxygen,"
"460890","461510"," the"
"461510","461910"," plant"
"461910","462750"," keeping"
"462750","462970"," the"
"462970","463270"," carbon"
"463270","465070"," for"
"465070","465290"," its"
"465290","465750"," growth"
"467030","467790"," and"
"467790","468290"," releasing"
"468290","469770"," the"
"469770","470830"," oxygen"
"470830","472610"," back"
"472610","472990"," into"
"472990","473250"," the"
"473250","473610"," air"
"473610","474390"," for"
"474390","474530"," you"
"474530","474710"," to"
"474710","475030"," breathe"
"475030","476210"," the"
"476210","476550"," very"
"476550","476910"," same"
"476910","477390"," oxygen"
"477390","477870"," that"
"477870","478110"," you're"
"478110","478410"," breathing"
"478410","479510"," now"
"479510","480950"," with"
"480950","481310"," every"
"481310","481790"," inhale."
"486420","487000"," You"
"487000","487240"," may"
"487240","487840"," notice"
"487840","488540"," places"
"488540","489480"," where"
"489480","490260"," your"
"490260","490600"," skin"
"490600","490800"," is"
"490800","491080"," exposed"
"491080","491460"," to"
"491460","491660"," the"
"491660","492040"," air,"
"495310","495610"," just"
"495610","496030"," noticing"
"496030","496490"," what"
"496490","496690"," it's"
"496690","496890"," like"
"496890","497050"," to"
"497050","497210"," be"
"497210","497370"," in"
"497370","497710"," contact"
"497710","498130"," with"
"498130","498330"," the"
"498330","498530"," air,"
"502460","503220"," and"
"503220","505140"," you're"
"505140","505420"," also"
"505420","505680"," wearing"
"505680","505780"," a"
"505780","505880"," mask."
"505880","506920"," You"
"506920","508360"," may"
"508360","508460"," notice"
"508460","508820"," places"
"508820","509620"," where"
"509620","509800"," your"
"509800","510060"," skin"
"510060","510320"," is"
"510320","510600"," covered"
"510600","510880"," with"
"510880","511360"," clothing,"
"512580","513299"," sticking"
"513299","513640"," in"
"513640","513900"," this"
"513900","514260"," difference"
"514260","514500"," in"
"514500","514980"," temperature,"
"517530","518090"," perhaps"
"518090","518650"," noticing"
"518650","519270"," texture"
"519270","521289"," or"
"521289","521590"," light"
"521590","522010"," pressure"
"522010","522190"," of"
"522190","522309"," your"
"522309","522690"," clothing,"
"526280","526840"," becoming"
"526840","527340"," aware"
"527340","527920"," again"
"527920","528360"," that"
"528360","528740"," you"
"528740","529020"," have"
"529020","529280"," this"
"529280","529860"," flexible"
"529860","530760"," boundary"
"530760","531920"," between"
"531920","532140"," you"
"532140","532280"," and"
"532280","532400"," the"
"532400","532760"," world. "
"534960","535180"," Wherever"
"535180","535400"," you"
"535400","535780"," go,"
"535960","536100"," your"
"536100","536460"," skin"
"536460","537300"," and"
"537300","537460"," your"
"537460","537840"," clothing"
"537840","538200"," go"
"538200","538420"," with"
"538420","538640"," you."
"541210","541570"," Again,"
"541690","541870"," nothing"
"541870","542190"," is"
"542190","542870"," required"
"542870","543490"," for"
"543490","543950"," you"
"543950","545250"," to"
"545250","545510"," do"
"545510","546010"," here."
"549080","549540"," This"
"549540","550200"," natural,"
"550540","550880"," flexible"
"550880","551680"," boundary"
"551680","553660"," is"
"553660","553840"," here"
"553840","553980"," to"
"553980","554340"," protect"
"554340","554820"," you,"
"557650","558290"," whether"
"558290","558490"," you"
"558490","558810"," focus"
"558810","559090"," on"
"559090","559210"," it"
"559210","559330"," or"
"559330","559710"," not. "
"563110","563470"," Your"
"563470","563870"," breathing"
"563870","564650"," will"
"564650","565290"," continue"
"565290","566110"," to"
"566110","566430"," nourish"
"566430","566610"," your"
"566610","567030"," body"
"568050","568450"," with"
"568450","568790"," rich"
"568790","569450"," oxygen"
"569450","570050"," from"
"570050","570270"," these"
"570270","570790"," plants,"
"571090","572010"," whether"
"572010","572210"," you"
"572210","572590"," focus"
"572590","572870"," on"
"572870","573130"," it"
"573130","573770"," or"
"573770","574170"," not,"
"576500","577280"," and"
"577280","577500"," the"
"577500","577860"," earth"
"577860","578400"," will"
"578400","578920"," continue"
"578920","579120"," to"
"579120","579600"," support"
"579600","580120"," you,"
"580880","582040"," holding"
"582040","582640"," you"
"582640","583420"," from"
"583420","583940"," below,"
"586030","586310"," whether"
"586310","586550"," you"
"586550","586890"," focus"
"586890","587150"," on"
"587150","587330"," it"
"587330","587710"," or"
"587710","587990"," not."
"591650","591910"," In"
"591910","592350"," our"
"592350","593270"," previous"
"593270","594030"," journey"
"594030","594750"," together,"
"595570","596810"," we"
"596810","597110"," had"
"597110","597290"," the"
"597290","597650"," delightful"
"597650","598490"," experience"
"598490","598930"," of"
"598930","599730"," encountering"
"599730","599990"," our"
"599990","600390"," special"
"600390","600850"," tree,"
"602650","603090"," and"
"603090","603210"," I"
"603210","603450"," invite"
"603450","603830"," you"
"603830","604110"," at"
"604110","604310"," this"
"604310","604790"," time"
"604790","606210"," to"
"606210","606750"," meander"
"606750","607250"," down"
"607250","607490"," the"
"607490","608050"," paths"
"608050","608330"," that"
"608330","608610"," lead"
"608610","609010"," you"
"609970","610950"," from"
"610950","611190"," your"
"611190","611750"," home"
"613570","614490"," to"
"614490","614790"," this"
"614790","615290"," park"
"615290","615790"," or"
"615790","616530"," meadow,"
"617250","618890"," making"
"618890","619110"," your"
"619110","619350"," way"
"619350","619830"," back"
"619830","620350"," to"
"620350","620670"," your"
"620670","621030"," beautiful"
"621030","621530"," tree."
"624730","624970"," And"
"624970","625170"," as"
"625170","625310"," you"
"625310","625510"," come"
"625510","625790"," upon"
"625790","625990"," the"
"625990","626390"," tree,"
"627310","628070"," noticing"
"628070","628830"," again"
"628830","630530"," its"
"630530","630970"," shape,"
"631610","632490"," its"
"632490","632890"," width"
"632890","633110"," and"
"633110","633610"," height,"
"635770","636170"," the"
"636170","636650"," shape"
"636650","636830"," and"
"636830","637130"," color"
"637130","637350"," of"
"637350","637510"," its"
"637510","638010"," canopy,"
"640030","640830"," noticing"
"640830","641190"," its"
"641190","641770"," branches,"
"642870","644090"," its"
"644090","644670"," bows"
"644670","644910"," and"
"644910","645110"," its"
"645110","645570"," trunk,"
"648510","648670"," and"
"648670","649010"," noticing"
"649010","649390"," whether"
"649390","649670"," it"
"649670","649890"," has"
"649890","650430"," leaves"
"650430","650650"," or"
"650650","651130"," needles"
"652170","652570"," and"
"652570","652750"," the"
"652750","653050"," color"
"653050","653290"," of"
"653290","653470"," these"
"653470","653930"," leaves"
"653930","654270"," and"
"654270","654670"," needles. "
"656690","656970"," And"
"656970","657230"," as"
"657230","657410"," you"
"657410","657990"," continue"
"657990","659870"," to"
"659870","660370"," walk"
"660370","660770"," gently"
"660770","661270"," towards"
"661270","661510"," your"
"661510","661930"," tree,"
"664120","664520"," something"
"664520","665180"," new"
"665180","667420"," is"
"667420","667780"," visible"
"667780","668060"," to"
"668060","668380"," you."
"671200","671440"," Your"
"671440","671700"," tree"
"671700","671960"," has"
"671960","672340"," started"
"672340","673140"," to"
"674880","675600"," change"
"675600","675960"," in"
"675960","676120"," a"
"676120","676340"," really"
"676340","676880"," interesting"
"676880","677400"," way."
"680090","680810"," As"
"680810","680970"," you"
"680970","681350"," look"
"681350","681790"," at"
"681790","681970"," the"
"681970","682270"," branches"
"682270","682550"," of"
"682550","682710"," your"
"682710","682970"," tree,"
"683790","684270"," you"
"684270","684650"," notice"
"684650","684910"," that"
"684910","685070"," they"
"685070","685470"," seem"
"685470","686090"," laden,"
"687910","688270"," bending"
"688270","688790"," downwards"
"688790","689490"," in"
"689490","689610"," a"
"689610","689770"," way"
"689770","689950"," that"
"689950","690090"," they"
"690090","690330"," hadn't"
"690330","690510"," been"
"690510","690890"," before. "
"693260","693680"," And"
"693680","694120"," as"
"694120","694320"," you"
"694320","694580"," get"
"694580","695080"," closer"
"695080","695440"," and"
"695440","695800"," closer"
"695800","696340"," to"
"696340","696540"," the"
"696540","696900"," branches,"
"697740","699000"," you"
"699000","699420"," notice"
"699420","701060"," that"
"701060","701340"," this"
"701340","701660"," tree"
"701660","701920"," has"
"701920","702500"," produced"
"703300","704060"," fruit."
"706230","706710"," Now,"
"706810","706950"," the"
"706950","707310"," nature"
"707310","708710"," of"
"708710","708910"," the"
"708910","709210"," fruit"
"709210","709410"," of"
"709410","709590"," your"
"709590","709970"," tree"
"709970","710350"," will"
"710350","710590"," be"
"710590","711090"," specific"
"711090","711490"," to"
"711490","711730"," your"
"711730","712110"," tree,"
"714420","714680"," and"
"714680","714820"," I"
"714820","715160"," invite"
"715160","715520"," you"
"715520","716180"," to"
"716180","717120"," allow"
"717120","718860"," this"
"718860","719240"," fruit"
"719240","719620"," to"
"719620","720180"," emerge"
"720180","721460"," in"
"721460","721700"," just"
"721700","721920"," the"
"721920","722160"," way"
"722160","722400"," that"
"722400","722540"," it"
"722540","722940"," chooses."
"725770","726090"," The"
"726090","726390"," fruit"
"726390","726530"," of"
"726530","726690"," your"
"726690","727010"," tree"
"727010","727510"," may"
"727510","727810"," be"
"727810","728310"," known"
"728310","728510"," to"
"728510","728910"," you. "
"729410","729510"," It"
"729510","729670"," may"
"729670","729850"," be"
"729850","730010"," a"
"730010","730290"," type"
"730290","730650"," of"
"730650","731010"," fruit"
"731010","732550"," that"
"732550","732870"," you"
"732870","733250"," are"
"733250","733530"," aware"
"733530","733850"," of."
"736170","736450"," It"
"736450","736630"," may"
"736630","736970"," also"
"736970","737290"," show"
"737290","737490"," up"
"737490","737650"," as"
"737650","737990"," something"
"737990","738370"," new"
"738370","738590"," and"
"738590","739010"," unique"
"739010","739930"," that"
"739930","740110"," you've"
"740110","740310"," never"
"740310","740650"," seen"
"740650","741110"," before."
"743380","743680"," I"
"743680","744000"," invite"
"744000","744420"," you"
"744940","745260"," to"
"745260","745820"," allow"
"745820","747140"," the"
"747140","747620"," fruiting"
"747620","748400"," of"
"748400","748620"," this"
"748620","748840"," tree"
"748840","749080"," to"
"749080","749540"," be"
"749540","750040"," exactly"
"750040","750360"," as"
"750360","750480"," it"
"750480","750800"," is,"
"754400","754720"," showing"
"754720","754980"," up"
"754980","755180"," with"
"755180","755840"," curiosity"
"756760","757460"," about"
"757460","757680"," the"
"757680","758160"," nature"
"758160","760120"," of"
"760120","760340"," this"
"760340","760640"," fruit. "
"762220","762920"," For"
"762920","763500"," some,"
"763780","764040"," the"
"764040","764220"," fruit"
"764220","764420"," may"
"764420","764580"," be"
"764580","765040"," fleshy"
"766380","767080"," and"
"767080","767320"," may"
"767320","767660"," have"
"767660","767840"," a"
"767840","768340"," large"
"768340","768740"," seed"
"768740","769100"," within."
"771150","771470"," For"
"771470","772190"," others,"
"772970","773270"," the"
"773270","773550"," fruit"
"773550","773950"," may"
"773950","774170"," be"
"774170","774610"," fleshy"
"774610","774850"," and"
"774850","775050"," have"
"775050","775330"," many"
"775330","775690"," small"
"775690","776050"," seeds"
"776050","776450"," within."
"778640","778940"," For"
"778940","779740"," others,"
"780080","780300"," the"
"780300","780580"," fruit"
"780580","780860"," may"
"780860","781200"," be"
"781200","781760"," hard"
"781760","782360"," like"
"782360","782500"," a"
"782500","782760"," nut. "
"785940","786540"," And"
"786540","786880"," for"
"786880","787500"," others,"
"788460","789140"," the"
"789140","789360"," fruit"
"789360","789700"," may"
"789700","790260"," appear"
"790260","790740"," more"
"790740","791280"," like"
"791280","791480"," a"
"791480","791800"," cone"
"791800","792000"," of"
"792000","792240"," some"
"792240","792600"," kind"
"792600","792820"," with"
"792820","793240"," texture."
"795480","796060"," Just"
"796060","796320"," take"
"796320","796460"," a"
"796460","796680"," moment"
"796680","796960"," to"
"796960","797240"," really"
"797240","797680"," notice"
"798820","799700"," the"
"799700","800160"," color,"
"801320","802420"," the"
"802420","802940"," shape,"
"805790","806030"," the"
"806030","806510"," texture,"
"809600","809740"," the"
"809740","810300"," weight"
"812320","813180"," of"
"813180","813440"," your"
"813440","814140"," tree's"
"814140","814500"," fruit."
"817850","818110"," And"
"818110","818410"," as"
"818410","818590"," you"
"818590","818990"," look"
"818990","819950"," at"
"819950","820410"," the"
"820410","820990"," ripe"
"820990","821570"," fruit"
"821570","823310"," on"
"823310","823490"," the"
"823490","823890"," branches"
"823890","826390"," of"
"826390","826550"," your"
"826550","826930"," tree,"
"828390","828570"," you"
"828570","828950"," notice"
"828950","829250"," that"
"829250","829650"," some"
"829650","830170"," of"
"830170","830370"," this"
"830370","830830"," fruit"
"830830","831390"," has"
"831390","831710"," already"
"831710","832170"," fallen. "
"834110","834550"," And"
"834550","834890"," as"
"834890","835150"," you"
"835150","835710"," turn"
"835710","836870"," your"
"836870","837270"," gaze"
"837270","837710"," downwards"
"837710","838270"," towards"
"838270","839150"," your"
"839150","839430"," feet,"
"841590","841870"," you"
"841870","842230"," notice"
"842230","842550"," that"
"842550","842970"," below"
"842970","843330"," the"
"843330","843710"," branches"
"843710","844250"," of"
"844250","844430"," your"
"844430","844770"," tree,"
"844950","845270"," some"
"845270","845530"," of"
"845530","845710"," its"
"845710","846110"," fruit"
"846110","847070"," has"
"847070","847390"," already"
"847390","847830"," fallen"
"847830","848110"," to"
"848110","848290"," the"
"848290","848610"," earth,"
"851180","851520"," resting"
"851520","852120"," gently"
"852120","852420"," in"
"852420","852800"," grasses"
"852800","853120"," or"
"853120","853540"," moss."
"855600","856010"," You"
"856010","856530"," find"
"856530","857230"," a"
"857230","857490"," fully"
"857490","858110"," intact"
"858110","859290"," fruit."
"860530","861310"," This"
"861310","861530"," fruit"
"861530","861750"," has"
"861750","861970"," no"
"861970","862510"," bruises"
"862510","864510"," and"
"864510","864710"," is"
"864710","865150"," ripe"
"865150","867070"," and"
"867070","867390"," ready. "
"868710","869390"," And"
"869390","869490"," you"
"869490","869790"," reach"
"869790","870330"," down"
"870330","870670"," and"
"870670","870970"," pick"
