# Created by Graham Nelson-Zutter. ©2026 Aestra Inc. except when external source noted. CC BY-NC-ND 4.0
"start","end","text"
"274320","274620"," the"
"274620","274800"," room"
"274800","274980"," you're"
"274980","275700"," in"
"277580","277940"," or"
"277940","278440"," office"
"278440","278700"," or"
"278700","278940"," suite"
"278940","279160"," that"
"279160","279400"," you're"
"279400","279700"," in"
"279700","280100"," to"
"280100","280300"," the"
"280300","280900"," entire"
"280900","281700"," floor"
"281700","282340"," of"
"282340","282540"," this"
"282540","282920"," building. "
"286280","286680"," Taking"
"286680","287640"," a"
"287640","287900"," moment"
"287900","288180"," to"
"288180","288600"," notice"
"288600","288960"," just"
"288960","289280"," how"
"289280","290000"," stable"
"290000","291420"," and"
"291420","291900"," supportive"
"291900","292280"," this"
"292280","292580"," floor"
"292580","292980"," is,"
"295520","295960"," imagining"
"295960","297300"," all"
"298870","299030"," of"
"299030","299150"," the"
"299150","299350"," other"
"299350","299730"," people"
"299730","300010"," and"
"300010","300450"," objects"
"300450","300750"," that"
"300750","300950"," this"
"300950","301210"," floor"
"301210","301870"," supports."
"308480","308620"," And"
"308620","308900"," then"
"308900","309240"," see"
"309240","309460"," if"
"309460","309620"," your"
"309620","310240"," imagination"
"310240","310620"," can"
"310620","311280"," expand"
"311280","313380"," to"
"313380","313580"," the"
"313580","313960"," awareness"
"313960","314340"," that"
"314340","314580"," this"
"314580","315020"," floor"
"316640","317400"," is"
"317400","317660"," part"
"317660","317780"," of"
"317780","317920"," a"
"317920","318220"," building"
"318220","318660"," or"
"318660","318840"," a"
"318840","319220"," structure."
"322990","323750"," And"
"323750","323950"," this"
"323950","324330"," structure"
"324330","324790"," has"
"324790","325190"," multiple"
"325190","325730"," floors"
"331520","332480"," and"
"332480","332640"," a"
"332640","333100"," foundation. "
"337530","337930"," And"
"337930","338170"," the"
"338170","338510"," structure"
"338510","338810"," of"
"338810","339030"," this"
"339030","339390"," building"
"339390","339830"," and"
"339830","340010"," the"
"340010","340530"," foundation"
"340530","340810"," that"
"340810","340950"," it"
"340950","341210"," rests"
"341210","341670"," upon"
"343590","343990"," are"
"343990","344370"," embedded"
"344370","344590"," in"
"344590","344750"," the"
"344750","345010"," earth."
"349650","350190"," Just"
"350190","350630"," as"
"350630","351670"," you"
"351670","351970"," are"
"351970","352290"," sitting"
"352290","352470"," in"
"352470","352650"," this"
"352650","353150"," chair"
"354910","355910"," or"
"355910","356410"," couch,"
"359200","359760"," this"
"359760","360180"," building"
"360800","361200"," is"
"361200","361460"," also"
"361460","361880"," sitting"
"361880","362200"," upon"
"362200","362400"," the"
"362400","362680"," earth,"
"366530","367070"," receiving"
"367070","367950"," the"
"367950","368430"," support"
"368430","368750"," from"
"368750","369270"," underneath."
"375600","375740"," And"
"375740","376000"," see"
"376000","376220"," if"
"376220","376620"," you"
"376620","377200"," can"
"377200","377740"," notice"
"380210","380590"," that"
"380590","380810"," the"
"380810","381350"," support"
"381350","381650"," that"
"381650","381930"," this"
"381930","382370"," building,"
"382510","382650"," this"
"382650","383010"," structure"
"383010","383290"," is"
"383290","383830"," receiving"
"384510","384890"," through"
"384890","385050"," its"
"385050","385550"," foundation"
"385550","386710"," is"
"388210","388590"," traveling"
"388590","388950"," from"
"388950","389230"," the"
"389230","389650"," earth"
"389650","391750"," up"
"391750","392910"," through"
"392910","393150"," the"
"393150","393690"," foundation"
"395930","396310"," into"
"396310","396610"," the"
"396610","396970"," structure"
"396970","397610"," of"
"397610","397810"," this"
"397810","398150"," building. "
"403760","403900"," And"
"403900","404300"," that"
"404300","405420"," the"
"405420","406000"," support"
"406000","408160"," is"
"408160","408420"," being"
"408420","408980"," shared"
"408980","409360"," up"
"409360","409600"," into"
"409600","409780"," the"
"409780","410040"," very"
"410040","410540"," floor"
"411160","411500"," where"
"411500","411780"," you"
"411780","412100"," are,"
"414900","415680"," the"
"415680","415900"," very"
"415900","416380"," place"
"416380","416580"," where"
"416580","416760"," your"
"416760","417100"," feet"
"417100","417380"," are"
"417380","417540"," in"
"417540","418080"," contact"
"418080","420060"," with"
"420060","420480"," the"
"420480","420740"," floor."
"428780","429300"," Perhaps"
"429300","429520"," you"
"429520","429680"," can"
"429680","430020"," notice"
"430020","430260"," as"
"430260","430580"," well"
"430580","431140"," that"
"431140","431360"," the"
"431360","431660"," chair"
"431660","431960"," or"
"431960","432340"," couch"
"432340","432820"," that"
"432820","433000"," you're"
"433000","433280"," sitting"
"433280","433640"," in"
"433640","434900"," is"
"434900","435380"," also"
"435380","436340"," supported"
"436340","436940"," by"
"436940","437140"," the"
"437140","437480"," floor."
"444890","445230"," Taking"
"445230","445470"," a"
"445470","445750"," moment"
"445750","446050"," to"
"446050","446390"," notice"
"446390","446670"," the"
"446670","447130"," contact"
"447130","447670"," between"
"447670","448170"," your"
"448170","448570"," body"
"448570","449910"," and"
"449910","450090"," your"
"450090","450490"," chair"
"450490","450890"," or"
"450890","451250"," couch. "
"457200","457780"," Is"
"457780","457940"," it"
"457940","458440"," possible"
"458440","458920"," to"
"458920","459440"," notice"
"459440","461440"," that"
"461440","461640"," the"
"461640","462020"," support"
"462020","462280"," that"
"462280","462520"," you're"
"462520","462880"," feeling"
"462880","463140"," in"
"463140","463260"," your"
"463260","463680"," body"
"463680","464580"," from"
"464580","464960"," below"
"467360","468460"," is"
"468460","469060"," actually"
"469060","469740"," coming"
"469740","470160"," all"
"470160","470420"," the"
"470420","470840"," way"
"470840","471340"," from"
"471340","471520"," the"
"471520","471780"," earth,"
"473840","474700"," transmitted"
"474700","475180"," through"
"475180","475660"," the"
"475660","476120"," foundation"
"476120","476540"," of"
"476540","476680"," the"
"476680","477060"," building"
"479010","479970"," to"
"479970","480510"," the"
"480510","480870"," structure"
"480870","481490"," of"
"481490","481610"," the"
"481610","481930"," building,"
"484710","485130"," up"
"485130","485650"," through"
"485650","486050"," the"
"486050","486350"," structure"
"486350","486790"," to"
"486790","487010"," the"
"487010","487310"," floor,"
"491430","491850"," from"
"491850","492330"," the"
"492330","492650"," floor"
"492650","492930"," to"
"492930","493150"," your"
"493150","493490"," feet,"
"496880","497320"," and"
"497320","498180"," from"
"498180","498380"," the"
"498380","498820"," floor"
"498820","499260"," to"
"499260","499460"," the"
"499460","499860"," couch"
"499860","501460"," or"
"501460","501940"," chair,"
"505440","506000"," and"
"506000","506480"," from"
"506480","507680"," the"
"507680","508000"," couch"
"508000","508200"," or"
"508200","508560"," chair"
"508560","509360"," to"
"509360","510500"," your"
"510500","510860"," torso,"
"513110","513850"," holding"
"513850","514190"," you."
"519360","519860"," Just"
"519860","520220"," taking"
"520220","520460"," a"
"520460","520700"," moment"
"520700","521000"," to"
"521000","521460"," notice"
"521460","521860"," that"
"521860","523680"," the"
"523680","524220"," support"
"524220","525200"," that"
"525200","525360"," you"
"525360","525740"," have"
"525740","526040"," from"
"526040","526600"," below,"
"526860","527480"," from"
"527480","527780"," under"
"527780","528160"," you,"
"529720","530540"," is"
"530540","530820"," coming"
"530820","531060"," from"
"531060","531260"," the"
"531260","531520"," earth."
"542320","542460"," And"
"542460","542720"," perhaps"
"542720","543080"," it's"
"543080","543540"," possible"
"543540","543900"," to"
"543900","544200"," notice"
"544200","544900"," that"
"546800","547210"," you"
"547210","547690"," also"
"547690","548050"," have"
"548050","548450"," structure"
"548450","548810"," within"
"548810","549050"," your"
"549050","549490"," body,"
"551210","551950"," much"
"551950","552250"," like"
"552250","552530"," this"
"552530","552870"," building"
"552870","553390"," has"
"553390","553810"," structure,"
"554030","554150"," you"
"554150","554570"," too"
"555890","556710"," have"
"556710","557090"," structure"
"557090","557370"," with"
"557370","557730"," it. "
"561360","562080"," Taking"
"562080","562560"," a"
"562560","562820"," moment"
"562820","563160"," to"
"563160","563680"," notice"
"563680","564500"," your"
"564500","565060"," skeletal"
"565060","565560"," structure,"
"567920","568300"," these"
"568300","568920"," bones,"
"571660","572440"," noticing"
"572440","573000"," as"
"573000","573420"," well"
"573420","573760"," that"
"573760","573880"," you"
"573880","574100"," have"
"574100","574780"," tendons"
"577560","578780"," connecting"
"578780","579120"," your"
"579120","579400"," bones"
"579400","579620"," to"
"579620","579840"," your"
"579840","580320"," muscles,"
"582960","583380"," and"
"583380","583800"," that"
"583800","584800"," these"
"584800","585320"," bones"
"585320","585580"," and"
"585580","586100"," tendons"
"586100","586320"," and"
"586320","586700"," muscles"
"586700","588820"," all"
"588820","589140"," work"
"589140","589660"," together"
"591420","591840"," to"
"591840","592260"," provide"
"592260","592640"," the"
"592640","593020"," structure"
"593020","593420"," to"
"593420","593600"," your"
"593600","594020"," body."
"598720","599500"," Just"
"599500","599980"," noticing"
"599980","600740"," how"
"600740","601240"," the"
"601240","601540"," structure"
"601540","601820"," of"
"601820","601940"," your"
"601940","602380"," body"
"604180","604600"," is"
"604600","604780"," in"
"604780","605220"," contact"
"605220","605640"," with"
"605640","605820"," the"
"605820","606260"," external"
"606260","606900"," structure"
"606900","607480"," shared"
"607480","607740"," from"
"607740","607900"," the"
"607900","608120"," earth,"
"613440","614300"," how"
"614300","614940"," you"
"614940","615280"," sit,"
"616600","617320"," the"
"617320","617780"," support"
"617780","618020"," for"
"618020","618200"," your"
"618200","618620"," torso"
"618620","619720"," and"
"619720","620400"," legs"
"620400","621380"," is"
"624930","625350"," transmitted"
"625350","625710"," from"
"625710","625910"," the"
"625910","626290"," earth"
"626290","627450"," to"
"627450","627630"," the"
"627630","627890"," bottoms"
"627890","628090"," of"
"628090","628210"," your"
"628210","628630"," feet,"
"630390","631110"," your"
"631110","631790"," legs,"
"632910","633870"," your"
"633870","634230"," glutes"
"634230","634430"," and"
"634430","634590"," your"
"634590","634950"," hips,"
"637680","638480"," and"
"638480","638700"," this"
"638700","639140"," support"
"639140","639420"," is"
"639420","639840"," shared"
"639840","640580"," with"
"640580","640860"," this"
"640860","641240"," internal"
"641240","641680"," structure"
"641680","641940"," of"
"641940","642060"," your"
"642060","642460"," body."
"649270","649470"," One"
"649470","649630"," of"
"649630","649910"," these"
"649910","650150"," very"
"650150","650850"," special"
"650850","651270"," structures"
"651270","651590"," in"
"651590","651750"," your"
"651750","652130"," body"
"652130","652430"," is"
"652430","652610"," your"
"652610","652930"," spinal"
"652930","653430"," column. "
"658060","658380"," Perhaps"
"658380","658640"," you"
"658640","658880"," notice"
"658880","659320"," that"
"659320","659560"," there"
"659560","659760"," is"
"659760","660220"," support"
"660220","660560"," from"
"660560","660760"," your"
"660760","661280"," chair"
"661280","661760"," or"
"661760","662220"," couch"
"662220","662660"," from"
"662660","663220"," behind"
"663220","663560"," your"
"663560","663920"," spine,"
"666460","667040"," becoming"
"667040","667600"," aware"
"669320","669800"," of"
"669800","670060"," that"
"670060","670680"," support"
"670680","672180"," from"
"672180","672340"," your"
"672340","672600"," lower"
"672600","673240"," back"
"673240","673480"," and"
"673480","673760"," middle"
"673760","674280"," back"
"674280","675880"," and"
"675880","676180"," upper"
"676180","676660"," back"
"678300","678780"," and"
"678780","679240"," shoulders,"
"683220","683840"," noticing"
"683840","685000"," these"
"685000","685480"," supports"
"685480","685980"," from"
"685980","686540"," the"
"686540","687000"," outside,"
"691580","692000"," and"
"692000","692480"," also"
"692480","693140"," shifting"
"693140","693440"," your"
"693440","693840"," awareness"
"693840","694420"," to"
"694420","694660"," the"
"694660","695220"," internal"
"695220","695780"," support"
"695780","696180"," of"
"696180","696320"," your"
"696320","696780"," spine,"
"699530","700250"," noticing"
"700250","700630"," this"
"700630","701290"," column"
"701290","702850"," of"
"702850","703390"," vertebrae,"
"704870","705690"," starting"
"705690","705890"," at"
"705890","706070"," your"
"706070","706510"," hips,"
"708560","709240"," going"
"709240","709800"," all"
"709800","710040"," the"
"710040","710200"," way"
"710200","710500"," up"
"710500","711720"," to"
"711720","711900"," your"
"711900","712220"," neck,"
"714230","714990"," providing"
"714990","715290"," the"
"715290","715610"," structure"
"715610","716010"," and"
"716010","716390"," support"
"716390","716830"," within."
"723800","724100"," Maybe"
"724100","724320"," you"
"724320","724740"," notice"
"724740","724940"," at"
"724940","725100"," the"
"725100","725380"," very"
"725380","725880"," top"
"725880","726060"," of"
"726060","726200"," your"
"726200","726500"," spinal"
"726500","726960"," column"
"726960","729000"," is"
"729000","729200"," where"
"729200","729460"," your"
"729460","729860"," head"
"729860","730280"," is"
"730280","730700"," attached,"
"734140","734520"," and"
"734520","734800"," much"
"734800","735240"," like"
"735240","735700"," your"
"735700","736120"," body"
"736120","736440"," is"
"736440","736720"," sitting"
"736720","736960"," in"
"736960","737120"," this"
"737120","737440"," chair"
"737440","737660"," or"
"737660","738080"," couch,"
"739180","739940"," your"
"739940","740340"," head"
"740340","741300"," is"
"741300","741760"," supported"
"741760","742300"," by"
"742300","742500"," your"
"742500","742780"," spinal"
"742780","743140"," column."
"749810","750430"," Just"
"750430","750790"," taking"
"750790","751010"," a"
"751010","751250"," moment"
"751250","751630"," to"
"751630","752230"," notice"
"753030","753790"," that"
"753790","753990"," the"
"753990","754410"," support"
"754410","754850"," that"
"754850","755030"," you"
"755030","755550"," feel"
"755550","756090"," for"
"756090","756270"," your"
"756270","756790"," head"
"756790","758350"," to"
"758350","758590"," your"
"758590","758910"," spinal"
"758910","759310"," column"
"759310","759550"," and"
"759550","759730"," your"
"759730","760150"," body"
"764340","764800"," also"
"764800","765420"," arrives"
"765420","765680"," from"
"765680","766060"," outside"
"766060","766240"," of"
"766240","766380"," your"
"766380","766740"," body,"
"768430","769050"," from"
"769050","769770"," behind"
"769770","770130"," with"
"770130","770230"," your"
"770230","770630"," back"
"770630","771230"," support"
"771230","772150"," and"
"773840","774220"," also"
"774220","774700"," below"
"774700","774980"," through"
"774980","775220"," the"
"775220","775720"," chair"
"775720","777760"," or"
"777760","778360"," couch,"
"778840","780400"," supported"
"780400","780640"," by"
"780640","780840"," the"
"780840","781200"," floor,"
"785490","785990"," noticing"
"785990","786870"," again"
"786870","787810"," that"
"787810","788050"," the"
"788050","788430"," floor"
"788430","789110"," receives"
"789110","789390"," this"
"789390","789890"," support"
"789890","791670"," through"
"791670","791890"," the"
"791890","792190"," structure"
"792190","792430"," of"
"792430","792550"," the"
"792550","793090"," building,"
"794010","795030"," the"
"795030","795510"," foundation"
"795510","795810"," of"
"795810","795970"," this"
"795970","796290"," building,"
"797790","798590"," and"
"798590","798910"," from"
"798910","799110"," the"
"799110","799410"," earth. "
"804630","805250"," At"
"805250","805490"," this"
"805490","806070"," moment,"
"806310","806810"," at"
"806810","807010"," this"
"807010","807470"," time,"
"810350","810890"," the"
"810890","811250"," support"
"811250","811470"," that"
"811470","811670"," you're"
"811670","812310"," receiving"
"814890","815220"," is"
"815220","815560"," shared"
"815560","815840"," with"
"815840","816020"," the"
"816020","816260"," earth."
"826630","827090"," Maybe"
"827090","827530"," taking"
"827530","827770"," a"
"827770","828070"," moment"
"828070","829090"," to"
"829090","829330"," see"
"829330","829490"," if"
"829490","829690"," it's"
"829690","830150"," possible"
"830150","831170"," to"
"834400","834940"," receive"
"834940","835720"," even"
"835720","836020"," more"
"836020","836180"," of"
"836180","836380"," that"
"836380","836840"," support."
"844440","844680"," There"
"844680","844860"," may"
"844860","845180"," even"
"845180","845420"," be"
"845420","845720"," a"
"845720","846140"," sensation"
"846140","846440"," of"
"846440","847140"," appreciation"
"847140","848400"," for"
"850990","851310"," having"
"851310","851510"," the"
"851510","851950"," structure,"
"855700","855960"," this"
"855960","856440"," intact"
"856440","857020"," body"
"857020","857660"," with"
"857660","858200"," its"
"858200","860300"," bones"
"860300","860560"," and"
"860560","861140"," tendons"
"861140","861380"," and"
"861380","861780"," muscles,"
"867280","867620"," and"
"867620","867760"," the"
"867760","868060"," awareness"
"868060","868380"," that"
"868380","868560"," the"
"868560","869120"," support"
"869120","869440"," that"
"869440","869700"," we're"
"869700","870220"," receiving"
"870220","870900"," at"
"870900","871120"," this"
"871120","871500"," moment"
"873070","874090"," is"
"874090","874370"," shared"
"874370","874610"," to"
"874610","874890"," us"
"874890","875150"," from"
"875150","875370"," the"
"875370","875670"," earth. "
"886180","886580"," Next,"
"886680","886840"," I"
"886840","887180"," invite"
"887180","887660"," you"
"890500","890880"," to"
"890880","891120"," shift"
"891120","891320"," your"
"891320","891700"," attention"
"891700","891980"," to"
"891980","892200"," your"
"892200","892580"," breathing."
"897640","898100"," When"
"898100","898300"," you"
"898300","898980"," inhale,"
"902610","903030"," maybe"
"903030","903250"," you"
"903250","903470"," can"
"903470","903770"," feel"
"903770","904030"," a"
"904030","904470"," sensation"
"904470","904730"," of"
"904730","905250"," expansion"
"905250","905930"," within."
"911440","911680"," When"
"911680","911860"," you"
"911860","912400"," exhale,"
"913720","914240"," a"
"914240","914720"," sensation"
"914720","915000"," of"
"915000","915620"," relaxation"
"915620","915960"," and"
"915960","916420"," release. "
"921770","922030"," When"
"922030","922210"," you"
"922210","922710"," inhale,"
"923410","923910"," perhaps"
"923910","924350"," you"
"924350","924510"," can"
"924510","925070"," imagine"
"927600","928800"," this"
"928800","929540"," nourishing"
"929540","930160"," oxygen"
"930160","930660"," coming"
"930660","930940"," into"
"930940","931120"," your"
"931120","931600"," body,"
"936800","937500"," maybe"
"937500","938020"," becoming"
"938020","938660"," aware"
"938660","940240"," of"
"940240","940400"," your"
"940400","941060"," lungs,"
"942990","943830"," sharing"
"943830","944130"," this"
"944130","944630"," oxygen"
"946730","947230"," with"
"947230","947430"," the"
"947430","947810"," nourishing"
"947810","948150"," blood"
"948150","948350"," in"
"948350","948490"," your"
"948490","948910"," body,"
"956220","956520"," this"
"956520","957120"," oxygen"
"957120","957880"," spreading"
"957880","958460"," throughout"
"958460","958700"," your"
"958700","959280"," tissues"
"960320","961340"," for"
"961340","961560"," your"
"961560","961940"," cells"
"961940","962220"," to"
"962220","962800"," absorb."
"968610","969210"," Each"
"969210","969350"," of"
"969350","969550"," your"
"969550","970230"," cells"
"970230","971030"," going"
"971030","971450"," about"
"971450","971750"," their"
"971750","972230"," work,"
"974240","974400"," their"
"974400","975080"," individual"
"975080","975590"," functions,"
"978060","979080"," all"
"979080","979680"," supported"
"979680","980120"," by"
"980120","980720"," every"
"980720","981420"," in "
"981420","981720","-breath."
"991620","992120"," Also"
"992120","992640"," noticing"
"992640","993560"," that"
"993560","994040"," as"
"994040","994300"," your"
"994300","994640"," cells"
"994640","995140"," work,"
"996200","997140"," as"
"997140","997300"," they"
"997300","997620"," take"
"997620","998080"," in"
"998080","999520"," that"
"999520","1000020"," oxygen,"
"1001100","1002240"," they"
"1002240","1002700"," also"
"1002700","1003360"," release"
"1003360","1003800"," carbon"
"1003800","1004380"," dioxide. "
"1010580","1010700"," And"
"1010700","1011380"," as"
"1011380","1011800"," the"
"1011800","1012060"," blood"
"1012060","1012820"," circulates"
"1012820","1013000"," in"
"1013000","1013160"," your"
"1013160","1013640"," body,"
"1014440","1015400"," sharing"
"1015400","1015640"," the"
"1015640","1016080"," oxygen,"
"1018400","1018960"," it"
"1018960","1019480"," also"
"1019480","1019960"," picks"
"1019960","1020320"," up"
"1020320","1020580"," and"
"1020580","1020920"," carries"
"1020920","1021400"," away"
"1021400","1021760"," the"
"1021760","1022460"," unneeded"
"1022460","1022940"," carbon"
"1022940","1023480"," dioxide."
"1031280","1031920"," This"
"1031920","1032280"," carbon"
"1032280","1032859"," dioxide"
"1032859","1033760"," travels"
"1033760","1034020"," to"
"1034020","1034200"," your"
"1034200","1034640"," lungs."
"1039089","1039589"," And"
"1039589","1039810"," as"
"1039810","1039990"," the"
"1039990","1040150"," in "
"1040150","1040369","-breath"
"1040369","1040750"," brings"
"1040750","1041170"," in"
